sex,age,education,area,pop
Female,25--29,No Education,12,2666.338676451479
Female,25--29,No Education,13,10155.720345589372
Female,25--29,No Education,14,1456.726522697946
Female,25--29,No Education,15,16019.18575318925
Female,25--29,No Education,16,970.4673465741298
Female,25--29,No Education,17,1821.4939439666366
Female,25--29,No Education,21,19092.270651014718
Female,25--29,No Education,22,6980.8390898255675
Female,25--29,No Education,23,14173.72221666631
Female,25--29,No Education,24,4209.7712517146165
Female,25--29,No Education,25,6582.080008419851
Female,25--29,No Education,26,14973.581821427679
Female,25--29,No Education,27,8780.091580213757
Female,25--29,No Education,28,3714.646681819976
Female,25--29,No Education,29,27852.191247300874
Female,25--29,No Education,31,18152.92435397888
Female,25--29,No Education,32,3431.0886563272247
Female,25--29,No Education,33,13845.689231231256
Female,25--29,No Education,35,39927.81687751697
Female,25--29,No Education,41,8793.264956060839
Female,25--29,No Education,42,4132.820827216321
Female,25--29,No Education,43,6513.436067445571
Female,25--29,No Education,50,2165.3050520274633
Female,25--29,No Education,51,4698.5513470368305
Female,25--29,No Education,52,6475.671832412164
Female,25--29,No Education,53,3048.079981592279
Female,25--29,Incomplete Primary,11,9329.227602877947
Female,25--29,Incomplete Primary,12,4936.681185884712
Female,25--29,Incomplete Primary,13,16836.89747548327
Female,25--29,Incomplete Primary,14,1501.4525156002585
Female,25--29,Incomplete Primary,15,50925.09792045642
Female,25--29,Incomplete Primary,16,2845.218910002434
Female,25--29,Incomplete Primary,17,5394.440881708059
Female,25--29,Incomplete Primary,21,41125.70224175717
Female,25--29,Incomplete Primary,22,19757.161596189937
Female,25--29,Incomplete Primary,23,36931.03922413156
Female,25--29,Incomplete Primary,24,13438.742823549903
Female,25--29,Incomplete Primary,25,22285.10336049598
Female,25--29,Incomplete Primary,26,45594.79137395619
Female,25--29,Incomplete Primary,27,23061.551110901997
Female,25--29,Incomplete Primary,28,12197.256957585261
Female,25--29,Incomplete Primary,29,71919.32866611832
Female,25--29,Incomplete Primary,31,63244.0159516756
Female,25--29,Incomplete Primary,32,11033.622337145898
Female,25--29,Incomplete Primary,33,37197.433045223326
Female,25--29,Incomplete Primary,35,95096.06128979451
Female,25--29,Incomplete Primary,41,30542.963805196727
Female,25--29,Incomplete Primary,42,16782.92336884951
Female,25--29,Incomplete Primary,43,20672.727257626044
Female,25--29,Incomplete Primary,50,8393.740088854192
Female,25--29,Incomplete Primary,51,11582.406448402242
Female,25--29,Incomplete Primary,52,18767.52929583621
Female,25--29,Incomplete Primary,53,6127.334552859015
Female,25--29,Primary,11,12839.911834478817
Female,25--29,Primary,12,4432.326788272019
Female,25--29,Primary,13,23609.582233957808
Female,25--29,Primary,14,2379.699331365366
Female,25--29,Primary,15,64085.08048021452
Female,25--29,Primary,16,3508.258115768954
Female,25--29,Primary,17,8952.37927627446
Female,25--29,Primary,21,53147.903449271864
Female,25--29,Primary,22,24791.949773261673
Female,25--29,Primary,23,56415.958248705305
Female,25--29,Primary,24,25526.66688861705
Female,25--29,Primary,25,31240.005074998448
Female,25--29,Primary,26,73601.59044787526
Female,25--29,Primary,27,30287.160937506804
Female,25--29,Primary,28,17082.68644617391
Female,25--29,Primary,29,111274.61073367618
Female,25--29,Primary,31,123545.65140151948
Female,25--29,Primary,32,25559.190297873414
Female,25--29,Primary,33,80093.74728855559
Female,25--29,Primary,35,181327.057101056
Female,25--29,Primary,41,53793.062165265466
Female,25--29,Primary,42,31797.141642604205
Female,25--29,Primary,43,61832.790472514025
Female,25--29,Primary,50,18286.45201009829
Female,25--29,Primary,51,20217.66323699025
Female,25--29,Primary,52,41315.536257857435
Female,25--29,Primary,53,12769.671810072718
Female,25--29,Lower Secondary,11,13204.411532157346
Female,25--29,Lower Secondary,12,5491.159247751958
Female,25--29,Lower Secondary,13,29048.57812424952
Female,25--29,Lower Secondary,14,3163.5484741320092
Female,25--29,Lower Secondary,15,73816.50469757117
Female,25--29,Lower Secondary,16,5786.562249810653
Female,25--29,Lower Secondary,17,10826.21761127009
Female,25--29,Lower Secondary,21,55824.10431092263
Female,25--29,Lower Secondary,22,26612.21678245264
Female,25--29,Lower Secondary,23,77291.84668555736
Female,25--29,Lower Secondary,24,25296.3038647043
Female,25--29,Lower Secondary,25,28916.237120799735
Female,25--29,Lower Secondary,26,71118.59543832453
Female,25--29,Lower Secondary,27,24333.79081562664
Female,25--29,Lower Secondary,28,17230.05817833457
Female,25--29,Lower Secondary,29,117559.13579275421
Female,25--29,Lower Secondary,31,162322.4589556769
Female,25--29,Lower Secondary,32,29621.7611805139
Female,25--29,Lower Secondary,33,130800.9442312158
Female,25--29,Lower Secondary,35,354455.6847762333
Female,25--29,Lower Secondary,41,87799.47979981842
Female,25--29,Lower Secondary,42,52056.488780506304
Female,25--29,Lower Secondary,43,87358.87255616167
Female,25--29,Lower Secondary,50,20501.19916899791
Female,25--29,Lower Secondary,51,28066.49986353608
Female,25--29,Lower Secondary,52,51461.17904342951
Female,25--29,Lower Secondary,53,22385.17958914553
Female,25--29,Upper Secondary,11,27469.821100338475
Female,25--29,Upper Secondary,12,13048.71796883849
Female,25--29,Upper Secondary,13,68085.27421250429
Female,25--29,Upper Secondary,14,10588.832416620933
Female,25--29,Upper Secondary,15,124554.39782785214
Female,25--29,Upper Secondary,16,15719.400185488428
Female,25--29,Upper Secondary,17,26686.79544973638
Female,25--29,Upper Secondary,21,111923.81200659889
Female,25--29,Upper Secondary,22,47622.85608236538
Female,25--29,Upper Secondary,23,160727.54130229345
Female,25--29,Upper Secondary,24,61383.46303160282
Female,25--29,Upper Secondary,25,61601.35881178781
Female,25--29,Upper Secondary,26,156216.94408815497
Female,25--29,Upper Secondary,27,43664.77893755056
Female,25--29,Upper Secondary,28,36363.098255667755
Female,25--29,Upper Secondary,29,280297.05241457105
Female,25--29,Upper Secondary,31,345602.2722460649
Female,25--29,Upper Secondary,32,65033.180089956426
Female,25--29,Upper Secondary,33,310876.8359845015
Female,25--29,Upper Secondary,35,841544.3391648717
Female,25--29,Upper Secondary,41,172384.65506204654
Female,25--29,Upper Secondary,42,115359.80432757917
Female,25--29,Upper Secondary,43,195644.27380205895
Female,25--29,Upper Secondary,50,40354.71659860361
Female,25--29,Upper Secondary,51,54386.67339714391
Female,25--29,Upper Secondary,52,116728.03989213835
Female,25--29,Upper Secondary,53,59079.89013472686
Female,25--29,Post Secondary,11,7936.5439422911495
Female,25--29,Post Secondary,12,3473.7761328016577
Female,25--29,Post Secondary,13,14516.577384506658
Female,25--29,Post Secondary,14,2630.3755697145675
Female,25--29,Post Secondary,15,25120.710071493446
Female,25--29,Post Secondary,16,3855.6602555636537
Female,25--29,Post Secondary,17,9022.910200145212
Female,25--29,Post Secondary,21,20515.81099519208
Female,25--29,Post Secondary,22,14700.116672030717
Female,25--29,Post Secondary,23,33027.72140732187
Female,25--29,Post Secondary,24,15391.563456308835
Female,25--29,Post Secondary,25,16390.270942573185
Female,25--29,Post Secondary,26,39572.38228534049
Female,25--29,Post Secondary,27,11143.514196956476
Female,25--29,Post Secondary,28,10902.325807116498
Female,25--29,Post Secondary,29,57462.65205185812
Female,25--29,Post Secondary,31,140174.77060662626
Female,25--29,Post Secondary,32,27051.579200585395
Female,25--29,Post Secondary,33,126383.23647145047
Female,25--29,Post Secondary,35,396172.9621487611
Female,25--29,Post Secondary,41,90397.0491944506
Female,25--29,Post Secondary,42,60187.57787923485
Female,25--29,Post Secondary,43,76380.72120654515
Female,25--29,Post Secondary,50,19464.5870814189
Female,25--29,Post Secondary,51,21005.205561460218
Female,25--29,Post Secondary,52,44718.01022755609
Female,25--29,Post Secondary,53,36881.848546734625
Female,30--34,No Education,11,2856.951377355767
Female,30--34,No Education,12,3155.764558726448
Female,30--34,No Education,13,10462.376939265003
Female,30--34,No Education,14,1310.6207337419219
Female,30--34,No Education,15,18144.09256502195
Female,30--34,No Education,16,1244.6947278711973
Female,30--34,No Education,17,2238.35794005675
Female,30--34,No Education,21,23547.640655693103
Female,30--34,No Education,22,9969.434093658405
Female,30--34,No Education,23,21313.75804366608
Female,30--34,No Education,24,5428.4269255702
Female,30--34,No Education,25,11217.143079187726
Female,30--34,No Education,26,21429.992424714168
Female,30--34,No Education,27,11972.580078976314
Female,30--34,No Education,28,5051.7860840933945
Female,30--34,No Education,29,39681.03334680743
Female,30--34,No Education,31,25501.271226471825
Female,30--34,No Education,32,4384.143758937438
Female,30--34,No Education,33,18860.724142649742
Female,30--34,No Education,35,49656.9060198466
Female,30--34,No Education,41,11826.80485727488
Female,30--34,No Education,42,5320.089208860582
Female,30--34,No Education,43,7985.202400523997
Female,30--34,No Education,50,3311.536311891951
Female,30--34,No Education,51,5442.868463836255
Female,30--34,No Education,52,9050.730138404078
Female,30--34,No Education,53,3573.0822835397203
Female,30--34,Incomplete Primary,11,11115.77109494239
Female,30--34,Incomplete Primary,12,4939.885836132606
Female,30--34,Incomplete Primary,13,17429.537953534975
Female,30--34,Incomplete Primary,14,1629.2440804903483
Female,30--34,Incomplete Primary,15,51398.54749199653
Female,30--34,Incomplete Primary,16,2856.6900166801347
Female,30--34,Incomplete Primary,17,6331.51414177706
Female,30--34,Incomplete Primary,21,40440.871287248694
Female,30--34,Incomplete Primary,22,23293.284404399375
Female,30--34,Incomplete Primary,23,50837.99406438412
Female,30--34,Incomplete Primary,24,17304.179052800217
Female,30--34,Incomplete Primary,25,28749.019988864064
Female,30--34,Incomplete Primary,26,56431.338482546766
Female,30--34,Incomplete Primary,27,26431.51884747268
Female,30--34,Incomplete Primary,28,15612.537631864967
Female,30--34,Incomplete Primary,29,88704.16837365241
Female,30--34,Incomplete Primary,31,102558.54944384209
Female,30--34,Incomplete Primary,32,16626.171511625045
Female,30--34,Incomplete Primary,33,54909.476670448974
Female,30--34,Incomplete Primary,35,142766.12806573362
Female,30--34,Incomplete Primary,41,49406.85513191009
Female,30--34,Incomplete Primary,42,27425.754451156885
Female,30--34,Incomplete Primary,43,31807.65896214833
Female,30--34,Incomplete Primary,50,10766.409129470647
Female,30--34,Incomplete Primary,51,16015.473441546465
Female,30--34,Incomplete Primary,52,26786.964044283162
Female,30--34,Incomplete Primary,53,8706.211541654011
Female,30--34,Primary,11,12539.947911725018
Female,30--34,Primary,12,4050.9844215340036
Female,30--34,Primary,13,22242.630988894056
Female,30--34,Primary,14,2167.8833779340207
Female,30--34,Primary,15,58647.64542362214
Female,30--34,Primary,16,3646.884482189223
Female,30--34,Primary,17,9569.176555907072
Female,30--34,Primary,21,47636.618642417874
Female,30--34,Primary,22,25671.90262231298
Female,30--34,Primary,23,60499.101991887255
Female,30--34,Primary,24,26075.483883091427
Female,30--34,Primary,25,31870.160806630203
Female,30--34,Primary,26,78913.6047528067
Female,30--34,Primary,27,28158.882541810868
Female,30--34,Primary,28,18376.981741842697
Female,30--34,Primary,29,110653.91386514247
Female,30--34,Primary,31,156496.81307202388
Female,30--34,Primary,32,28698.718602106514
Female,30--34,Primary,33,100952.7641164864
Female,30--34,Primary,35,242937.4530779137
Female,30--34,Primary,41,69831.49636513308
Female,30--34,Primary,42,38983.7381181131
Female,30--34,Primary,43,78137.22009967628
Female,30--34,Primary,50,19884.911663030023
Female,30--34,Primary,51,23217.925476244563
Female,30--34,Primary,52,52466.85725162532
Female,30--34,Primary,53,15194.335130898282
Female,30--34,Lower Secondary,11,11298.885894606576
Female,30--34,Lower Secondary,12,4431.8330408732445
Female,30--34,Lower Secondary,13,23414.486660579136
Female,30--34,Lower Secondary,14,2794.0588775862334
Female,30--34,Lower Secondary,15,56084.75091506226
Female,30--34,Lower Secondary,16,4090.9665992873993
Female,30--34,Lower Secondary,17,8310.079821335425
Female,30--34,Lower Secondary,21,41543.93449512871
Female,30--34,Lower Secondary,22,20626.29753554945
Female,30--34,Lower Secondary,23,59172.988390161016
Female,30--34,Lower Secondary,24,20675.195606944788
Female,30--34,Lower Secondary,25,22097.519684462615
Female,30--34,Lower Secondary,26,58704.84503558119
Female,30--34,Lower Secondary,27,18349.073001979323
Female,30--34,Lower Secondary,28,12465.023456388795
Female,30--34,Lower Secondary,29,88639.54601011897
Female,30--34,Lower Secondary,31,134807.73780445592
Female,30--34,Lower Secondary,32,24810.53981927846
Female,30--34,Lower Secondary,33,129971.36410136167
Female,30--34,Lower Secondary,35,336710.59899003705
Female,30--34,Lower Secondary,41,76529.07764213874
Female,30--34,Lower Secondary,42,46282.39551413853
Female,30--34,Lower Secondary,43,73403.04109676741
Female,30--34,Lower Secondary,50,17939.063822372966
Female,30--34,Lower Secondary,51,23689.27667473329
Female,30--34,Lower Secondary,52,49367.373995636495
Female,30--34,Lower Secondary,53,20034.411049061215
Female,30--34,Upper Secondary,11,20811.044621331668
Female,30--34,Upper Secondary,12,9358.775015363555
Female,30--34,Upper Secondary,13,54445.82424146586
Female,30--34,Upper Secondary,14,8271.091116565553
Female,30--34,Upper Secondary,15,97953.75924520982
Female,30--34,Upper Secondary,16,12270.787645893855
Female,30--34,Upper Secondary,17,21122.514690110038
Female,30--34,Upper Secondary,21,80453.01207880015
Female,30--34,Upper Secondary,22,33131.017952288814
Female,30--34,Upper Secondary,23,110597.63737581515
Female,30--34,Upper Secondary,24,44725.886979591975
Female,30--34,Upper Secondary,25,43817.37290603326
Female,30--34,Upper Secondary,26,119420.8482228616
Female,30--34,Upper Secondary,27,32577.723138231373
Female,30--34,Upper Secondary,28,26427.042555486714
Female,30--34,Upper Secondary,29,211530.04391827027
Female,30--34,Upper Secondary,31,258040.7910765843
Female,30--34,Upper Secondary,32,51917.14946187179
Female,30--34,Upper Secondary,33,262013.54329432358
Female,30--34,Upper Secondary,35,672775.846775979
Female,30--34,Upper Secondary,41,135504.51426085026
Female,30--34,Upper Secondary,42,85144.20083557598
Female,30--34,Upper Secondary,43,144858.40957200626
Female,30--34,Upper Secondary,50,31805.812669985997
Female,30--34,Upper Secondary,51,42979.52249693238
Female,30--34,Upper Secondary,52,91629.41342516919
Female,30--34,Upper Secondary,53,50141.50763085333
Female,30--34,Post Secondary,11,8036.478251042871
Female,30--34,Post Secondary,12,4039.757127370425
Female,30--34,Post Secondary,13,15042.806693294533
Female,30--34,Post Secondary,14,2454.247002960086
Female,30--34,Post Secondary,15,25046.721926306334
Female,30--34,Post Secondary,16,4094.626482380914
Female,30--34,Post Secondary,17,10126.100511077673
Female,30--34,Post Secondary,21,21040.795893151208
Female,30--34,Post Secondary,22,13919.384090622685
Female,30--34,Post Secondary,23,35554.633262445845
Female,30--34,Post Secondary,24,14898.237461643112
Female,30--34,Post Secondary,25,15563.242398508046
Female,30--34,Post Secondary,26,37576.65797287594
Female,30--34,Post Secondary,27,11456.499127155503
Female,30--34,Post Secondary,28,10755.717805618668
Female,30--34,Post Secondary,29,58852.85415909338
Female,30--34,Post Secondary,31,128641.8426186058
Female,30--34,Post Secondary,32,25369.015927309843
Female,30--34,Post Secondary,33,118568.36609523743
Female,30--34,Post Secondary,35,370159.7874402432
Female,30--34,Post Secondary,41,82754.36582554357
Female,30--34,Post Secondary,42,51713.02133446703
Female,30--34,Post Secondary,43,73014.39902211129
Female,30--34,Post Secondary,50,17650.266403248726
Female,30--34,Post Secondary,51,20469.912103413113
Female,30--34,Post Secondary,52,40830.83859573247
Female,30--34,Post Secondary,53,36191.589120479046
